shape,10,5,36
1.0;1.0;2.0;0.0;0.0;3.0;1.0;1.0;1.0;2.0;1.0;1.0;0.0;2.0;2.0;0.0;0.0;0.0;1.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;3.0;4.0;0.0;0.0;0.0;0.0;0.0;1.0;3.0,0.0;1.0;2.0;1.0;0.0;3.0;1.0;1.0;0.0;2.0;1.0;1.0;0.0;2.0;2.0;0.0;0.0;0.0;1.0;0.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;3.0;4.0;0.0;0.0;0.0;0.0;0.0;1.0;3.0,0.0;1.0;2.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;3.0;4.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0,5.0;0.0;2.0;1.0;0.0;2.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;2.0;2.0;0.0;0.0;0.0;1.0;1.0;3.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,5.0;0.0;0.0;2.0;0.0;3.0;2.0;1.0;0.0;2.0;1.0;1.0;0.0;2.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;3.0;0.0;0.0;0.0;2.0;1.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
4.0;0.0;2.0;1.0;1.0;1.0;0.0;1.0;0.0;2.0;1.0;1.0;0.0;2.0;2.0;0.0;0.0;0.0;1.0;0.0;3.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,0.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;2.0;2.0;0.0;0.0;0.0;1.0;0.0;1.0;2.0;0.0;1.0;0.0;0.0;0.0;3.0;4.0;0.0;0.0;0.0;0.0;0.0;1.0;3.0,0.0;1.0;2.0;0.0;0.0;2.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;3.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0,2.0;1.0;2.0;0.0;0.0;1.0;1.0;2.0;0.0;0.0;1.0;1.0;0.0;2.0;2.0;0.0;0.0;0.0;1.0;0.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;3.0;4.0;0.0;0.0;0.0;0.0;0.0;1.0;3.0,4.0;0.0;0.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;0.0;2.0;2.0;0.0;0.0;0.0;1.0;1.0;0.0;3.0;0.0;0.0;0.0;2.0;1.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null,4.0;0.0;2.0;1.0;0.0;3.0;0.0;2.0;0.0;2.0;1.0;1.0;0.0;2.0;2.0;0.0;0.0;0.0;1.0;0.0;3.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,2.0;1.0;2.0;0.0;0.0;3.0;1.0;2.0;0.0;2.0;1.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;3.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0,5.0;0.0;0.0;2.0;1.0;2.0;2.0;1.0;0.0;2.0;1.0;1.0;0.0;2.0;2.0;0.0;0.0;0.0;1.0;1.0;0.0;3.0;0.0;0.0;0.0;2.0;1.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0,0.0;1.0;2.0;1.0;0.0;3.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;2.0;2.0;0.0;0.0;0.0;1.0;0.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;3.0;4.0;0.0;0.0;0.0;0.0;0.0;1.0;3.0
1.0;1.0;2.0;0.0;0.0;0.0;1.0;2.0;1.0;0.0;1.0;1.0;0.0;2.0;2.0;0.0;0.0;0.0;1.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;3.0;4.0;0.0;0.0;0.0;0.0;0.0;1.0;3.0,3.0;0.0;2.0;1.0;0.0;1.0;0.0;2.0;1.0;2.0;1.0;1.0;0.0;2.0;2.0;0.0;0.0;0.0;1.0;0.0;3.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null,5.0;0.0;0.0;2.0;1.0;3.0;3.0;1.0;1.0;2.0;1.0;1.0;0.0;2.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;3.0;0.0;0.0;0.0;2.0;1.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0,0.0;1.0;2.0;0.0;0.0;1.0;1.0;2.0;1.0;2.0;1.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;3.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0
3.0;0.0;2.0;1.0;0.0;2.0;0.0;2.0;1.0;1.0;1.0;1.0;0.0;2.0;2.0;0.0;0.0;0.0;1.0;0.0;3.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,3.0;0.0;0.0;1.0;0.0;1.0;2.0;1.0;0.0;0.0;1.0;1.0;0.0;2.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;3.0;0.0;0.0;0.0;2.0;1.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0,3.0;0.0;2.0;0.0;1.0;3.0;1.0;2.0;0.0;1.0;1.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;3.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0,null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null,3.0;1.0;2.0;0.0;0.0;2.0;1.0;2.0;1.0;1.0;1.0;1.0;0.0;2.0;2.0;0.0;0.0;0.0;1.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;3.0;4.0;0.0;0.0;0.0;0.0;0.0;1.0;3.0
6.0;0.0;2.0;1.0;0.0;3.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;2.0;2.0;0.0;0.0;0.0;1.0;0.0;3.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,1.0;1.0;2.0;1.0;1.0;2.0;3.0;1.0;1.0;1.0;1.0;1.0;0.0;2.0;2.0;0.0;0.0;0.0;1.0;0.0;2.0;2.0;0.0;1.0;0.0;0.0;0.0;3.0;4.0;0.0;0.0;0.0;0.0;0.0;1.0;3.0,4.0;0.0;2.0;0.0;1.0;0.0;1.0;2.0;0.0;2.0;1.0;1.0;0.0;2.0;2.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;3.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0,null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null,6.0;0.0;0.0;1.0;1.0;3.0;3.0;1.0;1.0;0.0;1.0;1.0;0.0;2.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;3.0;0.0;0.0;0.0;2.0;1.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null,6.0;0.0;0.0;2.0;0.0;1.0;3.0;1.0;1.0;0.0;1.0;1.0;0.0;2.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;3.0;0.0;0.0;0.0;2.0;1.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0,1.0;1.0;2.0;1.0;0.0;0.0;1.0;2.0;1.0;1.0;1.0;1.0;0.0;2.0;2.0;0.0;0.0;0.0;1.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;3.0;4.0;0.0;0.0;0.0;0.0;0.0;1.0;3.0,3.0;0.0;2.0;1.0;0.0;2.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;2.0;2.0;0.0;0.0;0.0;1.0;1.0;3.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,2.0;1.0;2.0;0.0;0.0;2.0;1.0;1.0;0.0;2.0;1.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;3.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0
3.0;1.0;1.0;0.0;0.0;2.0;1.0;2.0;1.0;2.0;1.0;1.0;0.0;2.0;2.0;0.0;0.0;0.0;1.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;3.0;4.0;0.0;0.0;0.0;0.0;0.0;1.0;3.0,4.0;0.0;0.0;1.0;0.0;2.0;3.0;1.0;1.0;1.0;1.0;1.0;0.0;2.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;3.0;0.0;0.0;0.0;2.0;1.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0,5.0;0.0;2.0;1.0;0.0;3.0;1.0;1.0;1.0;2.0;1.0;1.0;0.0;2.0;2.0;0.0;0.0;0.0;1.0;1.0;3.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null,3.0;1.0;2.0;0.0;0.0;1.0;1.0;2.0;1.0;0.0;1.0;1.0;0.0;2.0;2.0;0.0;0.0;0.0;1.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;3.0;4.0;0.0;0.0;0.0;0.0;0.0;1.0;3.0
2.0;1.0;2.0;1.0;1.0;1.0;1.0;2.0;0.0;2.0;1.0;1.0;0.0;2.0;2.0;0.0;0.0;0.0;1.0;0.0;1.0;2.0;0.0;1.0;0.0;0.0;0.0;3.0;4.0;0.0;0.0;0.0;0.0;0.0;1.0;3.0,6.0;0.0;2.0;1.0;0.0;1.0;0.0;1.0;0.0;2.0;1.0;1.0;0.0;2.0;2.0;0.0;0.0;0.0;1.0;0.0;3.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null,0.0;1.0;2.0;0.0;0.0;0.0;1.0;1.0;1.0;2.0;1.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;3.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0,1.0;1.0;2.0;1.0;1.0;3.0;1.0;2.0;0.0;1.0;1.0;1.0;0.0;2.0;2.0;0.0;0.0;0.0;1.0;1.0;1.0;2.0;0.0;1.0;0.0;0.0;0.0;3.0;4.0;0.0;0.0;0.0;0.0;0.0;1.0;3.0
2.0;1.0;2.0;1.0;1.0;3.0;1.0;2.0;1.0;2.0;1.0;1.0;0.0;2.0;2.0;0.0;0.0;0.0;1.0;0.0;2.0;2.0;0.0;1.0;0.0;0.0;0.0;3.0;4.0;0.0;0.0;0.0;0.0;0.0;1.0;3.0,3.0;0.0;0.0;2.0;1.0;0.0;2.0;1.0;0.0;1.0;1.0;1.0;0.0;2.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;3.0;0.0;0.0;0.0;2.0;1.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0,0.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;2.0;2.0;0.0;0.0;0.0;1.0;0.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;3.0;4.0;0.0;0.0;0.0;0.0;0.0;1.0;3.0,null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null,2.0;1.0;2.0;0.0;0.0;3.0;1.0;2.0;0.0;1.0;1.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;3.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0
